annals	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
woolgar	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
annuallouy	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
woodwork	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
anonymise	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
wondering	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
ante	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
antivirus	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
anyare	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
wonder	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
appeals	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
won	0.0,4.0,6.19348445435402e-05,0.00027730020520215184	ham	6.19348445435402e-05	
aqoj	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
women	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
ashburton	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
aspermont	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
atop	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
windowsentities	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
attended	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
window	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
attention	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
win	0.0,8.0,6.19348445435402e-05,0.0004991403693638733	ham	6.19348445435402e-05	
attn	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
authorities	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
authorized	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
automated	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
ax	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
wife	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
backgrounds	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
bank	0.0,4.0,6.19348445435402e-05,0.00027730020520215184	ham	6.19348445435402e-05	
banked	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
banners	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
bannersgomlm	0.0,6.0,6.19348445435402e-05,0.0003882202872830126	ham	6.19348445435402e-05	
bareback	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
bauxite	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
whiskey	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
become	0.0,4.0,6.19348445435402e-05,0.00027730020520215184	ham	6.19348445435402e-05	
whatsoever	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
beetcn	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
begin	0.0,4.0,6.19348445435402e-05,0.00027730020520215184	ham	6.19348445435402e-05	
belonged	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
ber	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
birch	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
biz	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
blocked	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
blocking	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
blow	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
bmlm	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
board	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
weep	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
body	0.0,5.0,6.19348445435402e-05,0.00033276024624258224	ham	6.19348445435402e-05	
bodyfrankfurter	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
borrowers	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
boss	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
bottom	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
boundary	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
brex	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
webmaster	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
brick	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
brought	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
browser	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
buildings	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
bullets	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
burning	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
busine	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
water	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
busy	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
byee	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
bypass	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
bypasses	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
cali	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
called	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
came	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
ward	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
campus	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
wanting	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
capitol	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
car	0.0,5.0,6.19348445435402e-05,0.00033276024624258224	ham	6.19348445435402e-05	
carefully	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
cares	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
carlo	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
carmody	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
carol	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
carolyn	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
carried	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
category	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
caucasians	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
cause	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
cd	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
ceased	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
cele	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
voices	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
certificates	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
visually	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
cgi	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
visitor	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
chaeap	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
visited	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
champion	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
chancesto	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
charges	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
vision	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
checks	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
viewer	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
cheers	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
vicodin	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
children	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
vic	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
chile	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
viagra	0.0,4.0,6.19348445435402e-05,0.00027730020520215184	ham	6.19348445435402e-05	
chinamen	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
vi	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
choice	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
chromium	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
chumming	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
verify	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
chums	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
cj	0.0,5.0,6.19348445435402e-05,0.00033276024624258224	ham	6.19348445435402e-05	
classifieds	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
vault	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
claude	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
cliickk	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
clinches	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
variety	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
clonazepam	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
vanadium	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
coal	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
cold	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
colors	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
commentary	0.0,8.0,6.19348445435402e-05,0.0004991403693638733	ham	6.19348445435402e-05	
commissions	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
compelling	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
competition	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
compliments	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
computational	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
comwww	0.0,11.0,6.19348445435402e-05,0.0006655204924851645	ham	6.19348445435402e-05	
condition	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
confidential	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
congratulatory	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
connection	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
consultation	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
uses	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
containing	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
contribution	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
controlled	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
convince	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
copper	0.0,7.0,6.19348445435402e-05,0.000443680328323443	ham	6.19348445435402e-05	
copyright	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
counted	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
countries	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
crazy	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
crowdbut	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
custom	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
uranium	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
customers	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
upgrades	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
czkkrxht	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
upgraded	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dale	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
damage	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dancing	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
daniels	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
datacenter	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
daysor	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dclemons	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
unsubscribe	0.0,12.0,6.19348445435402e-05,0.0007209805335255948	ham	6.19348445435402e-05	
dea	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
unprofessional	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
deadlines	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
unmanly	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
decided	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
unknown	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
decides	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
universal	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
delusive	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
deposit	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
deposited	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
depression	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
designl	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
destination	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
details	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
dextails	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dfur	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
uncomfortable	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dhyngem	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
unbelievably	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
diamonds	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
diaz	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dictionary	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
didrex	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dignity	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
tyone	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
diminished	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
disable	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
disappearance	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
discarded	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
discontinue	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
dish	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
dishes	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
turned	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
disordersshrink	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
distracted	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dobmeos	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
turk	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
doctors	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
doing	0.0,5.0,6.19348445435402e-05,0.00033276024624258224	ham	6.19348445435402e-05	
dol	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
domestic	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
download	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
true	0.0,7.0,6.19348445435402e-05,0.000443680328323443	ham	6.19348445435402e-05	
draft	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
troubled	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
draw	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
trips	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
drive	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
trials	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dubuque	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
duplicate	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
dycmpf	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
ebooks	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
ecarmst	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
eclassifiedshq	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
ecomog	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
economically	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
trafficmultipliers	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
edition	0.0,5.0,6.19348445435402e-05,0.00033276024624258224	ham	6.19348445435402e-05	
effects	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
eight	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
eliminate	0.0,3.0,6.19348445435402e-05,0.0002218401641617215	ham	6.19348445435402e-05	
ellendale	0.0,2.0,6.19348445435402e-05,0.00016638012312129112	ham	6.19348445435402e-05	
towels	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
emai	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
towards	0.0,4.0,6.19348445435402e-05,0.00027730020520215184	ham	6.19348445435402e-05	
emailing	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
touched	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
emigrants	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
topics	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
emotion	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
employer	0.0,1.0,6.19348445435402e-05,0.00011092008208086075	ham	6.19348445435402e-05	
