colored	2.0,0.0,0.0001725476662928134,0.0
colour	0.0,1.0,0.0,7.420599584446424e-05
combo	0.0,1.0,0.0,7.420599584446424e-05
comclick	0.0,1.0,0.0,7.420599584446424e-05
come	5.0,7.0,0.0004313691657320335,0.0005194419709112497
commenced	1.0,0.0,8.62738331464067e-05,0.0
commentaries	0.0,1.0,0.0,7.420599584446424e-05
comments	0.0,5.0,0.0,0.00037102997922232116
commission	1.0,1.0,8.62738331464067e-05,7.420599584446424e-05
commodity	6.0,1.0,0.0005176429988784402,7.420599584446424e-05
communicate	2.0,0.0,0.0001725476662928134,0.0
communication	5.0,3.0,0.0004313691657320335,0.0002226179875333927
communities	3.0,0.0,0.0002588214994392201,0.0
company	7.0,8.0,0.0006039168320248468,0.0005936479667557139
compared	0.0,1.0,0.0,7.420599584446424e-05
compensation	2.0,0.0,0.0001725476662928134,0.0
competing	1.0,0.0,8.62738331464067e-05,0.0
completed	1.0,1.0,8.62738331464067e-05,7.420599584446424e-05
completely	0.0,2.0,0.0,0.00014841199168892847
completing	1.0,0.0,8.62738331464067e-05,0.0
computer	0.0,6.0,0.0,0.0004452359750667854
concern	1.0,0.0,8.62738331464067e-05,0.0
concerning	3.0,4.0,0.0002588214994392201,0.00029682398337785694
concluding	0.0,2.0,0.0,0.00014841199168892847
confirmations	4.0,0.0,0.0003450953325856268,0.0
confuses	0.0,1.0,0.0,7.420599584446424e-05
confusing	0.0,1.0,0.0,7.420599584446424e-05
congratulations	3.0,0.0,0.0002588214994392201,0.0
connie	1.0,0.0,8.62738331464067e-05,0.0
conscience	0.0,1.0,0.0,7.420599584446424e-05
consider	3.0,1.0,0.0002588214994392201,7.420599584446424e-05
considered	0.0,1.0,0.0,7.420599584446424e-05
consistent	1.0,0.0,8.62738331464067e-05,0.0
consisting	0.0,1.0,0.0,7.420599584446424e-05
consolidation	2.0,1.0,0.0001725476662928134,7.420599584446424e-05
construction	1.0,0.0,8.62738331464067e-05,0.0
consumer	3.0,0.0,0.0002588214994392201,0.0
continued	1.0,2.0,8.62738331464067e-05,0.00014841199168892847
continues	2.0,1.0,0.0001725476662928134,7.420599584446424e-05
continuing	1.0,0.0,8.62738331464067e-05,0.0
conversations	1.0,0.0,8.62738331464067e-05,0.0
convincible	0.0,1.0,0.0,7.420599584446424e-05
cool	3.0,0.0,0.0002588214994392201,0.0
coordinating	1.0,0.0,8.62738331464067e-05,0.0
copartnery	0.0,1.0,0.0,7.420599584446424e-05
coreldraw	0.0,2.0,0.0,0.00014841199168892847
corey	0.0,1.0,0.0,7.420599584446424e-05
cornet	0.0,1.0,0.0,7.420599584446424e-05
corporate	7.0,1.0,0.0006039168320248468,7.420599584446424e-05
corporation	2.0,2.0,0.0001725476662928134,0.00014841199168892847
correction	1.0,1.0,8.62738331464067e-05,7.420599584446424e-05
cost	4.0,3.0,0.0003450953325856268,0.0002226179875333927
costed	0.0,1.0,0.0,7.420599584446424e-05
cotroneo	1.0,0.0,8.62738331464067e-05,0.0
cough	0.0,1.0,0.0,7.420599584446424e-05
couple	0.0,2.0,0.0,0.00014841199168892847
course	0.0,8.0,0.0,0.0005936479667557139
courtesy	0.0,1.0,0.0,7.420599584446424e-05
cover	1.0,0.0,8.62738331464067e-05,0.0
cowry	0.0,1.0,0.0,7.420599584446424e-05
craft	0.0,1.0,0.0,7.420599584446424e-05
crawled	0.0,1.0,0.0,7.420599584446424e-05
creativity	1.0,0.0,8.62738331464067e-05,0.0
credi	0.0,1.0,0.0,7.420599584446424e-05
creditors	2.0,1.0,0.0001725476662928134,7.420599584446424e-05
credits	1.0,0.0,8.62738331464067e-05,0.0
critical	9.0,0.0,0.0007764644983176603,0.0
critique	0.0,1.0,0.0,7.420599584446424e-05
crowd	0.0,2.0,0.0,0.00014841199168892847
cst	1.0,0.0,8.62738331464067e-05,0.0
cultural	1.0,0.0,8.62738331464067e-05,0.0
cures	0.0,1.0,0.0,7.420599584446424e-05
curio	0.0,1.0,0.0,7.420599584446424e-05
current	4.0,4.0,0.0003450953325856268,0.00029682398337785694
customer	1.0,15.0,8.62738331464067e-05,0.0011130899376669634
daily	2.0,1.0,0.0001725476662928134,7.420599584446424e-05
damorgarjr	0.0,1.0,0.0,7.420599584446424e-05
daniel	2.0,0.0,0.0001725476662928134,0.0
daren	7.0,0.0,0.0006039168320248468,0.0
darren	2.0,0.0,0.0001725476662928134,0.0
date	2.0,0.0,0.0001725476662928134,0.0
dawn	0.0,1.0,0.0,7.420599584446424e-05
day	9.0,8.0,0.0007764644983176603,0.0005936479667557139
dcoit	0.0,1.0,0.0,7.420599584446424e-05
de	0.0,2.0,0.0,0.00014841199168892847
deadline	2.0,4.0,0.0001725476662928134,0.00029682398337785694
dean	0.0,1.0,0.0,7.420599584446424e-05
dec	6.0,0.0,0.0005176429988784402,0.0
decision	1.0,0.0,8.62738331464067e-05,0.0
deficient	0.0,1.0,0.0,7.420599584446424e-05
delainey	5.0,0.0,0.0004313691657320335,0.0
delays	1.0,0.0,8.62738331464067e-05,0.0
delegating	1.0,0.0,8.62738331464067e-05,0.0
delete	7.0,1.0,0.0006039168320248468,7.420599584446424e-05
deliver	1.0,0.0,8.62738331464067e-05,0.0
delivered	3.0,2.0,0.0002588214994392201,0.00014841199168892847
deliveries	1.0,0.0,8.62738331464067e-05,0.0
delivering	1.0,0.0,8.62738331464067e-05,0.0
delphi	0.0,1.0,0.0,7.420599584446424e-05
delux	0.0,1.0,0.0,7.420599584446424e-05
density	0.0,1.0,0.0,7.420599584446424e-05
depending	1.0,1.0,8.62738331464067e-05,7.420599584446424e-05
dept	1.0,0.0,8.62738331464067e-05,0.0
described	0.0,1.0,0.0,7.420599584446424e-05
description	1.0,1.0,8.62738331464067e-05,7.420599584446424e-05
desire	0.0,2.0,0.0,0.00014841199168892847
desk	8.0,3.0,0.0006901906651712536,0.0002226179875333927
desktop	0.0,1.0,0.0,7.420599584446424e-05
desperate	0.0,1.0,0.0,7.420599584446424e-05
despite	1.0,0.0,8.62738331464067e-05,0.0
detail	0.0,2.0,0.0,0.00014841199168892847
detailed	1.0,2.0,8.62738331464067e-05,0.00014841199168892847
determine	0.0,1.0,0.0,7.420599584446424e-05
device	0.0,1.0,0.0,7.420599584446424e-05
dfelsinger	1.0,0.0,8.62738331464067e-05,0.0
diamond	0.0,1.0,0.0,7.420599584446424e-05
diane	1.0,0.0,8.62738331464067e-05,0.0
dictating	0.0,1.0,0.0,7.420599584446424e-05
different	3.0,2.0,0.0002588214994392201,0.00014841199168892847
difficult	1.0,3.0,8.62738331464067e-05,0.0002226179875333927
directly	4.0,0.0,0.0003450953325856268,0.0
disagreement	1.0,0.0,8.62738331464067e-05,0.0
disappointed	0.0,1.0,0.0,7.420599584446424e-05
disclosed	0.0,2.0,0.0,0.00014841199168892847
discoount	0.0,1.0,0.0,7.420599584446424e-05
discoouunt	0.0,1.0,0.0,7.420599584446424e-05
discounted	0.0,1.0,0.0,7.420599584446424e-05
discretely	0.0,1.0,0.0,7.420599584446424e-05
discussion	8.0,0.0,0.0006901906651712536,0.0
disparate	1.0,0.0,8.62738331464067e-05,0.0
distance	1.0,4.0,8.62738331464067e-05,0.00029682398337785694
distort	0.0,1.0,0.0,7.420599584446424e-05
district	3.0,0.0,0.0002588214994392201,0.0
divert	1.0,0.0,8.62738331464067e-05,0.0
diverted	1.0,0.0,8.62738331464067e-05,0.0
divided	1.0,0.0,8.62738331464067e-05,0.0
dmao	1.0,0.0,8.62738331464067e-05,0.0
doctor	0.0,2.0,0.0,0.00014841199168892847
documents	0.0,3.0,0.0,0.0002226179875333927
doesn	0.0,7.0,0.0,0.0005194419709112497
dollars	1.0,2.0,8.62738331464067e-05,0.00014841199168892847
don	8.0,20.0,0.0006901906651712536,0.0014841199168892847
doubts	0.0,1.0,0.0,7.420599584446424e-05
dramatic	1.0,0.0,8.62738331464067e-05,0.0
drawn	0.0,1.0,0.0,7.420599584446424e-05
drugs	0.0,2.0,0.0,0.00014841199168892847
duck	0.0,1.0,0.0,7.420599584446424e-05
due	1.0,6.0,8.62738331464067e-05,0.0004452359750667854
dunns	1.0,0.0,8.62738331464067e-05,0.0
dutchess	0.0,1.0,0.0,7.420599584446424e-05
dvd	0.0,1.0,0.0,7.420599584446424e-05
dwr	3.0,0.0,0.0002588214994392201,0.0
dynamic	2.0,0.0,0.0001725476662928134,0.0
east	0.0,1.0,0.0,7.420599584446424e-05
ecom	0.0,1.0,0.0,7.420599584446424e-05
economics	1.0,0.0,8.62738331464067e-05,0.0
economy	0.0,1.0,0.0,7.420599584446424e-05
ed	1.0,0.0,8.62738331464067e-05,0.0
edge	1.0,0.0,8.62738331464067e-05,0.0
edison	4.0,0.0,0.0003450953325856268,0.0
effect	1.0,1.0,8.62738331464067e-05,7.420599584446424e-05
effective	7.0,3.0,0.0006039168320248468,0.0002226179875333927
efs	1.0,0.0,8.62738331464067e-05,0.0
egep	1.0,0.0,8.62738331464067e-05,0.0
ego	2.0,0.0,0.0001725476662928134,0.0
eincomplete	0.0,1.0,0.0,7.420599584446424e-05
elbow	0.0,1.0,0.0,7.420599584446424e-05
elderly	0.0,1.0,0.0,7.420599584446424e-05
elections	1.0,0.0,8.62738331464067e-05,0.0
electric	1.0,0.0,8.62738331464067e-05,0.0
electricity	1.0,0.0,8.62738331464067e-05,0.0
elses	0.0,2.0,0.0,0.00014841199168892847
emeet	1.0,0.0,8.62738331464067e-05,0.0
emerged	0.0,1.0,0.0,7.420599584446424e-05
emerging	2.0,0.0,0.0001725476662928134,0.0
emigrant	0.0,1.0,0.0,7.420599584446424e-05
emove	0.0,1.0,0.0,7.420599584446424e-05
emphasize	0.0,1.0,0.0,7.420599584446424e-05
employee	6.0,0.0,0.0005176429988784402,0.0
employment	1.0,0.0,8.62738331464067e-05,0.0
enable	0.0,2.0,0.0,0.00014841199168892847
encompassing	1.0,0.0,8.62738331464067e-05,0.0
encouraged	0.0,2.0,0.0,0.00014841199168892847
endless	0.0,1.0,0.0,7.420599584446424e-05
ends	1.0,0.0,8.62738331464067e-05,0.0
eneric	0.0,1.0,0.0,7.420599584446424e-05
engine	0.0,1.0,0.0,7.420599584446424e-05
enhancing	1.0,0.0,8.62738331464067e-05,0.0
enjoy	0.0,2.0,0.0,0.00014841199168892847
enormous	1.0,0.0,8.62738331464067e-05,0.0
enron	116.0,0.0,0.010007764644983177,0.0
enrononline	4.0,0.0,0.0003450953325856268,0.0
enterprise	0.0,4.0,0.0,0.00029682398337785694
enters	0.0,1.0,0.0,7.420599584446424e-05
entirely	0.0,2.0,0.0,0.00014841199168892847
entity	2.0,0.0,0.0001725476662928134,0.0
entries	0.0,1.0,0.0,7.420599584446424e-05
environmental	1.0,0.0,8.62738331464067e-05,0.0
envy	0.0,1.0,0.0,7.420599584446424e-05
ernest	0.0,1.0,0.0,7.420599584446424e-05
errors	0.0,5.0,0.0,0.00037102997922232116
esiear	0.0,2.0,0.0,0.00014841199168892847
essentially	1.0,0.0,8.62738331464067e-05,0.0
eternal	0.0,1.0,0.0,7.420599584446424e-05
ethic	1.0,0.0,8.62738331464067e-05,0.0
etringer	2.0,0.0,0.0001725476662928134,0.0
evaluate	2.0,0.0,0.0001725476662928134,0.0
evaluation	1.0,0.0,8.62738331464067e-05,0.0
every	0.0,9.0,0.0,0.0006678539626001781
everyday	0.0,2.0,0.0,0.00014841199168892847
exactly	0.0,4.0,0.0,0.00029682398337785694
exaggerate	0.0,1.0,0.0,7.420599584446424e-05
examining	0.0,1.0,0.0,7.420599584446424e-05
exception	1.0,0.0,8.62738331464067e-05,0.0
excess	0.0,1.0,0.0,7.420599584446424e-05
excluding	2.0,0.0,0.0001725476662928134,0.0
exclusive	0.0,1.0,0.0,7.420599584446424e-05
executed	1.0,0.0,8.62738331464067e-05,0.0
executing	2.0,0.0,0.0001725476662928134,0.0
executive	4.0,0.0,0.0003450953325856268,0.0
exhibits	0.0,2.0,0.0,0.00014841199168892847
expanse	0.0,1.0,0.0,7.420599584446424e-05
experiment	0.0,1.0,0.0,7.420599584446424e-05
expired	1.0,0.0,8.62738331464067e-05,0.0
explain	0.0,2.0,0.0,0.00014841199168892847
explained	0.0,1.0,0.0,7.420599584446424e-05
explaining	0.0,2.0,0.0,0.00014841199168892847
exploring	2.0,0.0,0.0001725476662928134,0.0
exposure	0.0,2.0,0.0,0.00014841199168892847
extend	0.0,1.0,0.0,7.420599584446424e-05
extended	1.0,2.0,8.62738331464067e-05,0.00014841199168892847
extreme	0.0,1.0,0.0,7.420599584446424e-05
eyebrow	0.0,2.0,0.0,0.00014841199168892847
eyes	0.0,2.0,0.0,0.00014841199168892847
f	1.0,0.0,8.62738331464067e-05,0.0
fabaclbo	0.0,1.0,0.0,7.420599584446424e-05
face	0.0,1.0,0.0,7.420599584446424e-05
faclities	1.0,0.0,8.62738331464067e-05,0.0
fact	1.0,6.0,8.62738331464067e-05,0.0004452359750667854
factor	0.0,1.0,0.0,7.420599584446424e-05
fallon	1.0,0.0,8.62738331464067e-05,0.0
family	0.0,2.0,0.0,0.00014841199168892847
famous	0.0,1.0,0.0,7.420599584446424e-05
fanny	1.0,0.0,8.62738331464067e-05,0.0
fashion	0.0,1.0,0.0,7.420599584446424e-05
faster	1.0,1.0,8.62738331464067e-05,7.420599584446424e-05
fat	0.0,1.0,0.0,7.420599584446424e-05
fattroglodyte	0.0,1.0,0.0,7.420599584446424e-05
fault	1.0,0.0,8.62738331464067e-05,0.0
favorite	0.0,7.0,0.0,0.0005194419709112497
fear	0.0,3.0,0.0,0.0002226179875333927
february	5.0,0.0,0.0004313691657320335,0.0
federal	3.0,0.0,0.0002588214994392201,0.0
